4.34823E-05	9.97877E-11
4.86506E-05	1.2014E-10
5.07342E-05	1.39866E-10
5.5116E-05	1.59934E-10
6.17112E-05	1.80251E-10
6.96966E-05	1.99772E-10
8.48665E-05	2.2006E-10
0.000105609	2.39847E-10
0.00013111	2.60098E-10
0.000154022	2.80438E-10
0.000168056	2.9988E-10
0.000170663	3.20172E-10
0.00016476	3.39836E-10
0.000158719	3.60202E-10
0.000156153	3.79885E-10
0.000158521	3.99949E-10
0.000152436	4.20233E-10
0.000146756	4.40112E-10
0.000150721	4.60097E-10
0.000159417	4.7958E-10
0.000167872	5.00122E-10
0.000211019	5.2023E-10
0.000249794	5.39941E-10
0.000290432	5.6018E-10
0.000317502	5.79706E-10
0.000306328	6.00282E-10
0.000311994	6.20036E-10
0.00028992	6.40103E-10
0.000276943	6.60121E-10
0.000260665	6.79939E-10
0.000238874	7.0028E-10
0.000232897	7.19777E-10
0.000239142	7.40199E-10
0.000250501	7.59952E-10
0.000290929	7.80287E-10
0.000349199	8.00005E-10
0.000404615	8.19865E-10
0.000452853	8.40113E-10
0.000471388	8.59852E-10
0.000458002	8.80126E-10
0.000428864	8.99555E-10
0.000399332	9.19934E-10
0.000379789	9.39916E-10
0.000375455	9.5998E-10
0.000349057	9.79974E-10
0.000329003	9.99767E-10
0.000331201	1.02007E-09
0.000343872	1.04013E-09
0.00035827	1.0601E-09
0.000437564	1.08017E-09
0.000512981	1.0998E-09
0.000585048	1.12022E-09
0.000626427	1.13982E-09
0.000626821	1.16024E-09
0.000589603	1.17993E-09
0.000543734	1.19983E-09
0.000506117	1.22002E-09
0.000471364	1.23969E-09
0.00041802	1.26006E-09
0.000404043	1.27982E-09
0.000413554	1.29987E-09
0.000426356	1.32015E-09
0.0004966	1.33972E-09
0.000585237	1.35989E-09
0.000683704	1.37951E-09
0.000742073	1.39998E-09
0.000767803	1.41995E-09
0.000741789	1.43988E-09
0.000684254	1.46005E-09
0.000633943	1.47984E-09
0.000601408	1.50011E-09
0.000587163	1.51955E-09
0.000529173	1.54016E-09
0.000505278	1.55978E-09
0.000508617	1.58019E-09
0.000528649	1.60016E-09
0.000573387	1.61965E-09
0.000687023	1.64022E-09
0.000794615	1.65995E-09
0.000885927	1.68001E-09
0.000925797	1.70006E-09
0.00089624	1.71972E-09
0.000825209	1.74008E-09
0.000759392	1.75968E-09
0.000715798	1.78015E-09
0.000699084	1.79974E-09
0.000641961	1.82007E-09
0.000602137	1.8398E-09
0.000599613	1.85986E-09
0.000618745	1.88015E-09
0.000654637	1.89988E-09
0.000790652	1.91991E-09
0.000918759	1.9399E-09
0.001021376	1.95992E-09
0.001074851	1.98025E-09
0.001041506	1.99997E-09
